zipCode,lat,lng,CityName,StatCode
23893,36.63626,-77.92793,White Plains,VA
23894,37.12619,-77.81794,Wilsons,VA
23897,36.83172,-77.28377,Yale,VA
23898,36.82731,-76.85599,Zuni,VA
23899,37.23078,-76.96558,Claremont,VA
23901,37.31622,-78.41609,Farmville,VA
23909,37.30059,-78.39667,Farmville,VA
23915,36.70149,-78.28677,Baskerville,VA
23917,36.62447,-78.34255,Boydton,VA
23919,36.59513,-78.13502,Bracey,VA
23920,36.72431,-77.97676,Brodnax,VA
23921,37.59077,-78.61975,Buckingham,VA
23922,37.1871,-78.2148,Burkeville,VA
23923,37.09234,-78.64395,Charlotte Court House,VA
23924,36.80744,-78.43196,Chase City,VA
23927,36.61067,-78.51213,Clarksville,VA
23930,37.17241,-78.0994,Crewe,VA
23934,37.17387,-78.62197,Cullen,VA
23936,37.52777,-78.47872,Dillwyn,VA
23937,36.94484,-78.52617,Drakes Branch,VA
23938,36.90654,-77.99612,Dundas,VA
23942,37.13541,-78.30324,Green Bay,VA
23943,37.24367,-78.45568,Hampden Sydney,VA
23944,36.90668,-78.13427,Kenbridge,VA
23947,37.02831,-78.45023,Keysville,VA
23950,36.66124,-78.07536,La Crosse,VA
23952,36.92909,-78.29143,Lunenburg,VA
23954,37.10638,-78.38363,Meherrin,VA
23958,37.26651,-78.65975,Pamplin,VA
23959,37.10568,-78.7932,Phenix,VA
23960,37.31378,-78.56054,Prospect,VA
23962,36.93452,-78.70255,Randolph,VA
23963,37.19454,-78.80214,Red House,VA
23964,36.77452,-78.62882,Red Oak,VA
23966,37.29263,-78.27278,Rice,VA
23967,36.91799,-78.63345,Saxe,VA
23968,36.72525,-78.52212,Skipwith,VA
23970,36.7508,-78.188,South Hill,VA
23974,36.97099,-78.25669,Victoria,VA
23976,36.84705,-78.58415,Wylliesburg,VA
24011,37.27057,-79.94122,Roanoke,VA
24012,37.31531,-79.90274,Roanoke,VA
24013,37.26648,-79.92248,Roanoke,VA
24014,37.22288,-79.91289,Roanoke,VA
24015,37.25644,-79.97971,Roanoke,VA
24016,37.27294,-79.95411,Roanoke,VA
24017,37.29476,-79.99184,Roanoke,VA
24018,37.21061,-80.04235,Roanoke,VA
24019,37.34625,-79.95227,Roanoke,VA
24020,37.35836,-79.94423,Roanoke,VA
24053,36.60858,-80.53375,Ararat,VA
24054,36.67394,-79.7051,Axton,VA
24055,36.75707,-79.99954,Bassett,VA
24058,37.18413,-80.6157,Belspring,VA
24059,37.15457,-80.13587,Bent Mountain,VA
24060,37.25676,-80.42107,Blacksburg,VA
24064,37.37194,-79.77643,Blue Ridge,VA
24065,37.11658,-79.97088,Boones Mill,VA
24066,37.53848,-79.6792,Buchanan,VA
24067,37.03372,-80.06895,Callaway,VA
24069,36.58325,-79.6348,Cascade,VA
24070,37.36705,-80.20873,Catawba,VA
24072,37.03633,-80.2329,Check,VA
24073,37.12852,-80.42216,Christiansburg,VA
24076,36.59731,-80.42028,Claudville,VA
24077,37.36635,-79.90381,Cloverdale,VA
24078,36.72503,-79.91089,Collinsville,VA
24079,37.05424,-80.15716,Copper Hill,VA
24082,36.61973,-80.12316,Critz,VA
24083,37.40603,-79.92315,Daleville,VA
24084,37.11583,-80.79322,Dublin,VA
24085,37.6775,-79.82379,Eagle Rock,VA
24086,37.27426,-80.6343,Eggleston,VA
24087,37.22571,-80.24843,Elliston,VA
24088,36.89689,-80.07867,Ferrum,VA
24089,36.70917,-79.97282,Fieldale,VA
24090,37.52293,-79.88823,Fincastle,VA
24091,36.91752,-80.32859,Floyd,VA
24092,37.0034,-79.7671,Glade Hill,VA
24093,37.38779,-80.85652,Glen Lyn,VA
24095,37.22322,-79.73813,Goodview,VA
24101,37.17622,-79.79959,Hardy,VA
24102,36.83954,-79.99679,Henry,VA
24104,37.13604,-79.48842,Huddleston,VA
24105,36.89908,-80.60013,Indian Valley,VA
24112,36.72729,-79.84428,Martinsville,VA
24120,36.71683,-80.41394,Meadows Of Dan,VA
24121,37.17234,-79.63977,Moneta,VA
24122,37.42514,-79.69358,Montvale,VA
24124,37.31275,-80.85808,Narrows,VA
24127,37.48631,-80.19045,New Castle,VA
24128,37.34333,-80.46941,Newport,VA
24130,37.61252,-79.99643,Oriskany,VA
24131,37.57072,-80.22656,Paint Bank,VA
24132,37.21016,-80.64985,Parrott,VA
24133,36.6697,-80.13442,Patrick Springs,VA
24134,37.24522,-80.77994,Pearisburg,VA
24136,37.33123,-80.59756,Pembroke,VA
24137,36.92888,-79.65251,Penhook,VA
24138,37.04844,-80.31825,Pilot,VA
24139,37.01141,-79.47875,Pittsville,VA
24141,37.09487,-80.56832,Radford,VA
24142,37.13805,-80.55079,Radford,VA
24147,37.40047,-80.82591,Rich Creek,VA
24148,36.58168,-79.87269,Ridgeway,VA
24149,37.02437,-80.43583,Riner,VA
24150,37.40581,-80.60582,Ripplemead,VA
24151,36.95739,-79.86453,Rocky Mount,VA
24153,37.30012,-80.1106,Salem,VA
24161,36.97848,-79.54437,Sandy Level,VA
24162,37.13786,-80.25777,Shawsville,VA
24165,36.58492,-80.05195,Spencer,VA
24167,37.24906,-80.73441,Staffordsville,VA
24168,36.73475,-79.94645,Stanleytown,VA
24171,36.67195,-80.23868,Stuart,VA
24174,37.35162,-79.66868,Thaxton,VA
24175,37.42845,-79.93959,Troutville,VA
24176,37.00932,-79.69178,Union Hall,VA
24179,37.28726,-79.80118,Vinton,VA
24184,37.08814,-79.78134,Wirtz,VA
24185,36.81161,-80.26923,Woolwine,VA
24201,36.61087,-82.16978,Bristol,VA
24202,36.66094,-82.21261,Bristol,VA
24210,36.77247,-82.02236,Abingdon,VA
24211,36.65389,-81.95744,Abingdon,VA
24216,36.9437,-82.79763,Appalachia,VA
24217,37.08415,-82.17207,Bee,VA
24219,36.84876,-82.75815,Big Stone Gap,VA
24220,37.13949,-82.24335,Birchleaf,VA
24221,36.63362,-82.99546,Blackwater,VA
24224,36.86231,-82.28197,Castlewood,VA
24225,36.98142,-82.13603,Cleveland,VA
24226,37.13929,-82.33459,Clinchco,VA
24228,37.16975,-82.44999,Clintwood,VA
24230,36.96106,-82.46443,Coeburn,VA
24236,36.6424,-81.74467,Damascus,VA
24237,37.0358,-82.25594,Dante,VA
24239,37.11348,-82.15014,Davenport,VA
24243,36.77882,-82.92718,Dryden,VA
24244,36.71568,-82.78922,Duffield,VA
24245,36.83615,-82.49913,Dungannon,VA
24246,36.86696,-82.74519,East Stone Gap,VA
24248,36.62711,-83.51378,Ewing,VA
24250,36.75663,-82.59741,Fort Blackmore,VA
24251,36.65886,-82.60646,Gate City,VA
24256,37.22063,-82.28173,Haysi,VA
24258,36.64802,-82.42036,Hiltons,VA
24260,37.03953,-82.02462,Honaker,VA
24263,36.67174,-83.14546,Jonesville,VA
24265,36.83805,-82.93891,Keokee,VA
24266,36.86436,-82.11867,Lebanon,VA
24269,37.08117,-82.37609,Mc Clure,VA
24270,36.72716,-82.25077,Mendota,VA
24271,36.7467,-82.41696,Nickelsville,VA
24272,37.02179,-82.33306,Nora,VA
24273,36.96167,-82.65648,Norton,VA
24277,36.74835,-83.03077,Pennington Gap,VA
24279,37.10261,-82.6184,Pound,VA
24280,36.95608,-81.9374,Rosedale,VA
24281,36.64929,-83.33253,Rose Hill,VA
24282,36.82137,-83.05428,Saint Charles,VA
24283,36.94301,-82.34729,Saint Paul,VA
24290,36.61196,-82.56807,Weber City,VA
24292,36.61457,-81.57778,Whitetop,VA
24293,37.00495,-82.56082,Wise,VA
24301,37.06048,-80.79978,Pulaski,VA
24311,36.88173,-81.40915,Atkins,VA
24312,36.83712,-80.87484,Austinville,VA
24313,36.90827,-80.80658,Barren Springs,VA
24314,37.16731,-81.21383,Bastian,VA
24315,37.13892,-81.0643,Bland,VA
24316,36.95464,-81.67291,Broadford,VA
24317,36.60351,-80.67192,Cana,VA
24318,36.99739,-81.38637,Ceres,VA
24319,36.74804,-81.64613,Chilhowie,VA
24322,36.80642,-81.11414,Cripple Creek,VA
24323,36.86758,-81.19684,Crockett,VA
24324,36.97559,-80.77948,Draper,VA
24325,36.80531,-80.59683,Dugspur,VA
24326,36.73007,-81.2024,Elk Creek,VA
24328,36.66206,-80.69464,Fancy Gap,VA
24330,36.72655,-81.01997,Fries,VA
24333,36.63831,-80.92884,Galax,VA
24340,36.7602,-81.76543,Glade Spring,VA
24343,36.76955,-80.70144,Hillsville,VA
24347,36.96183,-80.65565,Hiwassee,VA
24348,36.64109,-81.17213,Independence,VA
24350,36.81118,-81.01964,Ivanhoe,VA
24351,36.5808,-80.7659,Lambsburg,VA
24352,36.7148,-80.53313,Laurel Fork,VA
24354,36.82712,-81.54324,Marion,VA
24360,36.93372,-80.89675,Max Meadows,VA
24361,36.76674,-81.84611,Meadowview,VA
24363,36.61363,-81.39862,Mouth Of Wilson,VA
24366,37.25786,-81.11574,Rocky Gap,VA
24368,36.88987,-81.29595,Rural Retreat,VA
24370,36.91372,-81.69236,Saltville,VA
24374,36.79077,-81.19621,Speedwell,VA
24375,36.77177,-81.38824,Sugar Grove,VA
24377,37.0008,-81.57246,Tannersville,VA
24378,36.68737,-81.44402,Troutdale,VA
24380,36.86007,-80.50025,Willis,VA
24381,36.72753,-80.84302,Woodlawn,VA
24382,36.96023,-81.09972,Wytheville,VA
24401,38.13351,-79.0859,Staunton,VA
24411,38.1052,-79.31109,Augusta Springs,VA
24412,38.05505,-79.82801,Bacova,VA
24413,38.52851,-79.59324,Blue Grass,VA
24415,37.92506,-79.31711,Brownsburg,VA
24416,37.7223,-79.3607,Buena Vista,VA
24421,38.26196,-79.20082,Churchville,VA
24422,37.82994,-79.75643,Clifton Forge,VA
24426,37.76844,-80.07654,Covington,VA
24430,38.08803,-79.35439,Craigsville,VA
24431,38.16869,-78.84033,Crimora,VA
24432,38.16223,-79.43398,Deerfield,VA
24433,38.42073,-79.46284,Doe Hill,VA
24435,37.87203,-79.30305,Fairfield,VA
24437,38.22158,-78.93861,Fort Defiance,VA
24439,37.9929,-79.48965,Goshen,VA
24440,37.99463,-79.16613,Greenville,VA
24441,38.22628,-78.82186,Grottoes,VA
24442,38.33915,-79.40838,Head Waters,VA
24445,37.95505,-79.88502,Hot Springs,VA
24448,37.7983,-79.78996,Iron Gate,VA
24450,37.78579,-79.52385,Lexington,VA
24457,37.77063,-79.92017,Low Moor,VA
24458,38.31186,-79.52499,Mc Dowell,VA
24459,38.02689,-79.28828,Middlebrook,VA
24460,38.01893,-79.65204,Millboro,VA
24464,37.87323,-79.10378,Montebello,VA
24465,38.38024,-79.6463,Monterey,VA
24467,38.25999,-78.97223,Mount Sidney,VA
24471,38.30905,-78.79631,Port Republic,VA
24472,37.93755,-79.21452,Raphine,VA
24473,37.91697,-79.41446,Rockbridge Baths,VA
24474,37.8057,-79.84541,Selma,VA
24476,37.97044,-79.2233,Steeles Tavern,VA
24477,38.00446,-79.04232,Stuarts Draft,VA
24479,38.15207,-79.24143,Swoope,VA
24482,38.20521,-78.99551,Verona,VA
24483,37.81193,-79.22925,Vesuvius,VA
24484,38.14374,-79.82069,Warm Springs,VA
24485,38.27272,-79.3354,West Augusta,VA
24486,38.29299,-78.93013,Weyers Cave,VA
24487,38.18975,-79.58784,Williamsville,VA
24501,37.353,-79.15578,Lynchburg,VA
24502,37.35807,-79.22055,Lynchburg,VA
24503,37.4533,-79.24964,Lynchburg,VA
24504,37.36104,-79.05444,Lynchburg,VA
24517,37.14936,-79.22975,Altavista,VA
24520,36.58394,-79.03674,Alton,VA
24521,37.63442,-79.0969,Amherst,VA
24522,37.37369,-78.78523,Appomattox,VA
24523,37.34003,-79.5221,Bedford,VA
24526,37.54207,-79.40242,Big Island,VA
24527,36.7369,-79.34394,Blairs,VA
24528,37.07678,-78.87837,Brookneal,VA
24529,36.62441,-78.64117,Buffalo Junction,VA
24530,36.80402,-79.6141,Callands,VA
24531,36.84029,-79.44817,Chatham,VA
24534,36.87471,-78.76691,Clover,VA
24536,37.49299,-79.32598,Coleman Falls,VA
24538,37.33355,-78.95836,Concord,VA
24539,36.85133,-78.9179,Crystal Hill,VA
24540,36.64309,-79.4234,Danville,VA
24541,36.59208,-79.51244,Danville,VA
24549,36.71496,-79.50705,Dry Fork,VA
24550,37.23318,-79.26,Evington,VA
24551,37.35603,-79.32368,Forest,VA
24553,37.54759,-78.81781,Gladstone,VA
24554,37.13308,-79.06259,Gladys,VA
24555,37.66874,-79.47241,Glasgow,VA
24556,37.38278,-79.39626,Goode,VA
24557,36.96662,-79.30432,Gretna,VA
24558,36.77422,-78.95414,Halifax,VA
24562,37.69247,-78.62293,Howardsville,VA
24563,37.06392,-79.27635,Hurt,VA
24565,36.84989,-79.18943,Java,VA
24566,36.72748,-79.25076,Keeling,VA
24569,37.04485,-79.12173,Long Island,VA
24570,37.34837,-79.42701,Lowry,VA
24571,37.13691,-79.37932,Lynch Station,VA
24572,37.46362,-79.0965,Madison Heights,VA
24574,37.57696,-79.25979,Monroe,VA
24577,36.93564,-78.97194,Nathalie,VA
24578,37.66174,-79.55753,Natural Bridge,VA
24579,37.58705,-79.50458,Natural Bridge Station,VA
24580,36.58095,-78.68318,Nelson,VA
24581,37.6575,-78.80464,Norwood,VA
24586,36.607,-79.283,Ringgold,VA
24588,37.26276,-79.09687,Rustburg,VA
24589,36.75875,-78.75788,Scottsburg,VA
24590,37.79307,-78.48481,Scottsville,VA
24592,36.6756,-78.96361,South Boston,VA
24593,37.32793,-78.91137,Spout Spring,VA
24594,36.64366,-79.18779,Sutherlin,VA
24595,37.55779,-79.08251,Sweet Briar,VA
24597,36.7853,-79.10952,Vernon Hill,VA
24598,36.60741,-78.78345,Virgilina,VA
24599,37.63047,-78.72569,Wingina,VA
24601,37.19378,-81.64921,Amonate,VA
24602,37.18279,-81.66,Bandy,VA
24603,37.3533,-82.19679,Big Rock,VA
24604,37.20996,-81.54212,Bishop,VA
24605,37.2448,-81.36637,Bluefield,VA
24606,37.28771,-81.39385,Boissevain,VA
24607,37.29079,-82.26531,Breaks,VA
24609,37.01071,-81.81371,Cedar Bluff,VA
24612,37.09341,-81.83823,Doran,VA
24613,37.26168,-81.33695,Falls Mills,VA
24614,37.31062,-82.06498,Grundy,VA
24620,37.42993,-82.01883,Hurley,VA
24622,37.20941,-81.79561,Jewell Ridge,VA
24628,37.28718,-82.21771,Maxie,VA
24630,37.17591,-81.46741,North Tazewell,VA
24631,37.21374,-81.99169,Oakwood,VA
24634,37.27464,-81.90231,Pilgrims Knob,VA
24635,37.309,-81.35133,Pocahontas,VA
24637,37.05873,-81.7033,Pounding Mill,VA
24639,37.16694,-81.89861,Raven,VA
24641,37.11584,-81.80374,Richlands,VA
24646,37.13643,-82.02889,Rowe,VA
24649,37.07276,-81.90937,Swords Creek,VA
24651,37.07667,-81.50416,Tazewell,VA
24656,37.17394,-82.1233,Vansant,VA
24657,37.22508,-81.8605,Whitewood,VA
24701,37.30095,-81.20655,Bluefield,WV
24712,37.46458,-81.01405,Athens,WV
24714,37.47671,-81.18917,Beeson,WV
24715,37.34319,-81.32865,Bramwell,WV
24716,37.48718,-81.3771,Bud,WV
24719,37.48719,-81.32668,Covel,WV
24724,37.33081,-81.29975,Freeman,WV
24726,37.51971,-81.35652,Herndon,WV
24729,37.44966,-81.25636,Hiawatha,WV
24731,37.39796,-81.15104,Kegley,WV
24733,37.44811,-81.20698,Lashmeet,WV
24736,37.44464,-81.28033,Matoaka,WV
24737,37.353,-81.24973,Montcalm,WV
24738,37.30218,-81.31248,Nemours,WV
24740,37.37643,-81.01879,Princeton,WV
24747,37.39621,-81.23169,Rock,WV
24801,37.44262,-81.57762,Welch,WV
24808,37.33629,-81.41506,Anawalt,WV
24811,37.40164,-81.77855,Avondale,WV
24813,37.35748,-81.71673,Bartley,WV
24815,37.2375,-81.67646,Berwind,WV
24816,37.46119,-81.70496,Big Sandy,WV
24817,37.35108,-81.80659,Bradshaw,WV
24818,37.59878,-81.62636,Brenton,WV
24822,37.6272,-81.68134,Clear Fork,WV
24823,37.66123,-81.7372,Coal Mountain,WV
24826,37.29067,-81.63265,Cucumber,WV
24827,37.74225,-81.6667,Cyclone,WV
24828,37.48833,-81.64389,Davy,WV
24830,37.32374,-81.50958,Elbert,WV
24831,37.39342,-81.40886,Elkhorn,WV
24834,37.55322,-81.63048,Fanrock,WV
24836,37.3326,-81.55346,Gary,WV
24839,37.55264,-81.75149,Hanover,WV
24843,37.48363,-81.70915,Hensley,WV
24844,37.46241,-81.80463,Iaeger,WV
24845,37.52356,-81.80338,Ikes Fork,WV
24846,37.53033,-81.90864,Isaban,WV
24847,37.57795,-81.41541,Itmann,WV
24848,37.29081,-81.45116,Jenkinjones,WV
24849,37.67065,-81.55859,Jesse,WV
24850,37.31161,-81.82837,Jolo,WV
24851,37.59689,-81.83548,Justice,WV
24853,37.43434,-81.51185,Kimball,WV
24854,37.74787,-81.56742,Kopperston,WV
24857,37.67446,-81.66072,Lynco,WV
24860,37.66231,-81.60698,Matheny,WV
24861,37.36111,-81.36569,Maybeury,WV
24862,37.47931,-81.95364,Mohawk,WV
24866,37.24808,-81.58025,Newhall,WV
24867,37.60299,-81.44721,New Richmond,WV
24868,37.41934,-81.40577,Northfork,WV
24869,37.55936,-81.83264,North Spring,WV
24870,37.7353,-81.54176,Oceana,WV
24871,37.35702,-81.46798,Pageton,WV
24872,37.4492,-81.8995,Panther,WV
24873,37.36594,-81.87873,Paynesville,WV
24874,37.56241,-81.52745,Pineville,WV
24878,37.43446,-81.62939,Premier,WV
24879,37.32445,-81.76138,Raysal,WV
24880,37.6439,-81.5376,Rock View,WV
24881,37.43969,-81.69148,Roderfield,WV
24882,37.62739,-81.76624,Simon,WV
24884,37.25557,-81.56463,Squire,WV
24887,37.37458,-81.3998,Switchback,WV
24888,37.38453,-81.49107,Thorpe,WV
24892,37.32667,-81.68779,War,WV
24894,37.28284,-81.70357,Warriormine,WV
24898,37.59418,-81.60561,Wyoming,WV
24901,37.84062,-80.46534,Lewisburg,WV
24910,37.73709,-80.66095,Alderson,WV
24915,38.4652,-79.77635,Arbovale,WV
24916,37.83127,-80.57465,Asbury,WV
24918,37.52016,-80.75007,Ballard,WV
24920,38.58404,-79.70137,Bartow,WV
24924,38.22762,-80.18476,Buckeye,WV
24925,37.72353,-80.37916,Caldwell,WV
24927,38.37437,-79.95142,Cass,WV
24931,37.91927,-80.59151,Crawley,WV
24934,38.33437,-79.8916,Dunmore,WV
24935,37.56075,-80.81113,Forest Hill,WV
24938,37.91587,-80.3782,Frankford,WV
24941,37.59452,-80.35444,Gap Mills,WV
24944,38.38973,-79.78368,Green Bank,WV
24945,37.5427,-80.68473,Greenville,WV
24946,38.185,-80.26634,Hillsboro,WV
24951,37.48122,-80.63645,Lindside,WV
24954,38.22328,-80.0431,Marlinton,WV
24957,37.87649,-80.41915,Maxwelton,WV
24962,37.66198,-80.72022,Pence Springs,WV
24963,37.43603,-80.76931,Peterstown,WV
24966,38.06971,-80.375,Renick,WV
24970,37.73129,-80.47891,Ronceverte,WV
24974,37.65906,-80.4442,Secondcreek,WV
24976,37.66092,-80.51347,Sinks Grove,WV
24977,37.90547,-80.6739,Smoot,WV
24981,37.63104,-80.73586,Talcott,WV
24983,37.58089,-80.52616,Union,WV
24984,37.49259,-80.40375,Waiteville,WV
24986,37.90715,-80.19336,White Sulphur Springs,WV
24991,37.99916,-80.49923,Williamsburg,WV
25002,38.13577,-81.24177,Alloy,WV
25003,38.25115,-81.78618,Alum Creek,WV
25005,38.58088,-81.26921,Amma,WV
25007,37.82536,-81.42867,Arnett,WV
25008,37.94699,-81.34422,Artie,WV
25009,38.19199,-81.71202,Ashford,WV
25011,38.50861,-81.83935,Bancroft,WV
25015,38.24257,-81.50233,Belle,WV
25019,38.37293,-81.08677,Bickmore,WV
25021,37.92239,-81.68056,Bim,WV
25022,37.85869,-81.8117,Blair,WV
25024,38.15593,-81.61944,Bloomingrose,WV
25025,38.30873,-81.39832,Blount,WV
25028,37.94782,-81.72336,Bob White,WV
25030,38.45047,-81.22557,Bomont,WV
25031,38.15192,-81.26557,Boomer,WV
25033,38.61032,-81.92474,Buffalo,WV
25035,38.16171,-81.5215,Cabin Creek,WV
25036,38.2205,-81.25405,Cannelton,WV
25039,38.24482,-81.38211,Cedar Grove,WV
25040,38.12706,-81.23862,Charlton Heights,WV
25043,38.44172,-81.00563,Clay,WV
25044,37.89994,-81.34962,Clear Creek,WV
25045,38.44508,-81.31869,Clendenin,WV
25047,37.92177,-81.76048,Clothier,WV
25048,37.94369,-81.43678,Colcord,WV
25049,38.11633,-81.56971,Comfort,WV
25051,38.15896,-81.70922,Costa,WV
25053,38.04426,-81.87306,Danville,WV
25054,38.10831,-81.49159,Dawes,WV
25057,38.1219,-81.25327,Deep Water,WV
25059,38.23311,-81.20772,Dixie,WV
25060,37.9422,-81.42985,Dorothy,WV
25061,38.16753,-81.43746,Drybranch,WV
25062,37.87486,-81.44118,Dry Creek,WV
25063,38.58235,-80.93418,Duck,WV
25064,38.37629,-81.74852,Dunbar,WV
25067,38.19767,-81.42894,East Bank,WV
25070,38.54657,-81.93183,Eleanor,WV
25071,38.47317,-81.46821,Elkview,WV
25075,38.05045,-81.42271,Eskdale,WV
25076,37.86914,-81.93628,Ethel,WV
25081,38.08726,-81.77286,Foster,WV
25082,38.61212,-82.02602,Fraziers Bottom,WV
25083,38.0704,-81.36247,Gallagher,WV
25085,38.17118,-81.19568,Gauley Bridge,WV
25086,38.20968,-81.41223,Glasgow,WV
25088,38.37978,-81.2145,Glen,WV
25090,38.15175,-81.21877,Glen Ferris,WV
25093,37.98081,-81.6567,Gordon,WV
25102,38.18657,-81.36699,Handley,WV
25103,38.18321,-81.3831,Hansford,WV
25106,38.78321,-82.08843,Henderson,WV
25107,38.2275,-81.63442,Hernshaw,WV
25108,37.96734,-81.87434,Hewett,WV
25109,38.52787,-81.85533,Hometown,WV
25110,38.22569,-81.30847,Hugheston,WV
25111,38.34987,-81.12695,Indore,WV
25112,38.38027,-81.76714,Institute,WV
25113,38.56093,-81.04967,Ivydale,WV
25114,37.97915,-81.7992,Jeffrey,WV
25115,38.13064,-81.18987,Kanawha Falls,WV
25118,38.10558,-81.30258,Kimberly,WV
25119,38.04395,-81.27234,Kincaid,WV
25121,37.91628,-81.89731,Lake,WV
25123,38.73474,-81.90386,Leon,WV
25124,38.62164,-81.76516,Liberty,WV
25125,38.31361,-81.19409,Lizemores,WV
25126,38.20218,-81.37206,London,WV
25130,38.04152,-81.76325,Madison,WV
25132,38.30039,-81.34034,Mammoth,WV
25133,38.47715,-81.1293,Maysel,WV
25134,38.1617,-81.48418,Miami,WV
25136,38.16042,-81.33168,Montgomery,WV
25139,38.13834,-81.28633,Mount Carbon,WV
25140,37.86721,-81.49651,Naoma,WV
25141,38.63012,-81.03292,Nebo,WV
25142,38.1531,-81.73204,Nellis,WV
25143,38.41872,-81.82152,Nitro,WV
25148,38.04911,-81.56874,Orgas,WV
25149,37.95523,-81.76712,Ottawa,WV
25152,38.05738,-81.25363,Page,WV
25154,38.117,-81.70497,Peytona,WV
25156,38.18731,-81.34833,Pinch,WV
25159,38.50347,-81.78238,Poca,WV
25160,38.28953,-81.28653,Pond Gap,WV
25161,38.05619,-81.32385,Powellton,WV
25162,38.20867,-81.38624,Pratt,WV
25164,38.52499,-81.20028,Procious,WV
25165,38.14734,-81.65112,Racine,WV
25168,38.56468,-81.8768,Red House,WV
25169,38.15255,-81.78933,Ridgeview,WV
25173,38.08474,-81.22005,Robson,WV
25174,37.86029,-81.41206,Rock Creek,WV
25177,38.36748,-81.84696,Saint Albans,WV
25180,37.79008,-81.43459,Saxon,WV
25181,38.04699,-81.62904,Seth,WV
25183,37.91741,-81.81367,Sharples,WV
25185,38.23529,-81.23791,Mount Olive,WV
25186,38.18186,-81.2727,Smithers,WV
25187,38.72744,-82.02481,Southside,WV
25193,38.03466,-81.51738,Sylvester,WV
25201,38.33568,-81.49044,Tad,WV
25202,38.31776,-81.85576,Tornado,WV
25203,38.01599,-81.88232,Turtle Creek,WV
25204,37.92602,-81.61411,Twilight,WV
25205,38.0187,-81.78284,Uneeda,WV
25206,37.97749,-81.70128,Van,WV
25208,37.84899,-81.64557,Wharton,WV
25209,37.96296,-81.52965,Whitesville,WV
25211,38.46255,-80.88294,Widen,WV
25213,38.5076,-81.91662,Winfield,WV
25214,38.17959,-81.55641,Winifrede,WV
25234,38.8106,-81.12967,Arnoldsburg,WV
25235,38.66862,-81.09436,Chloe,WV
25239,38.84049,-81.8431,Cottageville,WV
25241,38.78391,-81.80701,Evans,WV
25243,38.68671,-81.47946,Gandeeville,WV
25244,38.77217,-81.54808,Gay,WV
25245,38.69739,-81.74458,Given,WV
25247,39.00471,-81.99687,Hartford,WV
25248,38.64096,-81.61334,Kenna,WV
25251,38.62055,-81.23633,Left Hand,WV
25252,38.88882,-81.53252,Le Roy,WV
25253,38.92317,-81.96954,Letart,WV
25259,38.67354,-81.25174,Looneyville,WV
25260,39.01271,-82.02673,Mason,WV
25261,38.82625,-81.0896,Millstone,WV
25262,38.90658,-81.82867,Millwood,WV
25264,38.85705,-81.89657,Mount Alto,WV
25265,38.98673,-81.95601,New Haven,WV
25266,38.60601,-81.16233,Newton,WV
25267,38.84772,-80.94138,Normantown,WV
25268,38.73254,-81.09847,Orma,WV
25270,38.86831,-81.44068,Reedy,WV
25271,38.78552,-81.68577,Ripley,WV
25275,38.92153,-81.61079,Sandyville,WV
25276,38.78676,-81.33124,Spencer,WV
25285,38.54319,-81.11143,Wallback,WV
25286,38.61521,-81.40795,Walton,WV
25287,38.95743,-82.05166,West Columbia,WV
25301,38.35105,-81.63005,Charleston,WV
25302,38.39112,-81.59668,Charleston,WV
25303,38.35987,-81.6859,South Charleston,WV
25304,38.3056,-81.59319,Charleston,WV
25305,38.33762,-81.61273,Charleston,WV
25306,38.3111,-81.49032,Charleston,WV
25309,38.30847,-81.75053,South Charleston,WV
25311,38.36314,-81.54924,Charleston,WV
25312,38.45242,-81.65736,Charleston,WV
25313,38.41679,-81.75644,Charleston,WV
25314,38.30583,-81.65057,Charleston,WV
25315,38.2305,-81.56808,Charleston,WV
25320,38.53927,-81.63074,Charleston,WV
25401,39.45684,-77.97266,Martinsburg,WV
25403,39.48285,-78.00499,Martinsburg,WV
25404,39.48517,-77.89536,Martinsburg,WV
25405,39.40916,-77.96154,Martinsburg,WV
25411,39.55551,-78.21892,Berkeley Springs,WV
25413,39.31618,-78.05299,Bunker Hill,WV
25414,39.25105,-77.86894,Charles Town,WV
25419,39.58288,-77.88497,Falling Waters,WV
25420,39.38157,-78.11503,Gerrardstown,WV
25422,39.55731,-78.3613,Great Cacapon,WV
25425,39.29497,-77.78686,Harpers Ferry,WV
25427,39.5213,-78.09121,Hedgesville,WV
25428,39.37303,-78.02707,Inwood,WV
25430,39.33788,-77.93832,Kearneysville,WV
25431,39.48344,-78.56789,Levels,WV
25432,39.30576,-77.78429,Millville,WV
25434,39.45166,-78.44811,Paw Paw,WV
25437,39.42445,-78.57344,Points,WV
25438,39.31959,-77.86416,Ranson,WV
25442,39.37021,-77.8326,Shenandoah Junction,WV
25443,39.43726,-77.81459,Shepherdstown,WV
25444,39.42008,-78.51953,Slanesville,WV
25446,39.24156,-77.9534,Summit Point,WV
25501,38.15716,-81.95883,Alkol,WV
25502,38.66382,-82.10595,Apple Grove,WV
25503,38.61256,-82.12157,Ashton,WV
25504,38.37332,-82.26407,Barboursville,WV
25505,38.01185,-82.03505,Big Creek,WV
25506,38.20696,-82.18599,Branchland,WV
25507,38.39676,-82.55398,Ceredo,WV
25508,37.96346,-82.02167,Chapmanville,WV
25510,38.39337,-82.06641,Culloden,WV
25511,38.02952,-82.35244,Dunlow,WV
